longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
0.2111553784860547,0.5674814027630184,0.7843137254901961,0.15413311096969565,0.11019046594210696,0.10194950463406839,0.11452130096197893,1.0,0.9362181451755245,0,0,1,0
0.21215139442231035,0.5653560042507966,0.39215686274509803,1.0,0.9512536317658452,0.7663790348354107,1.0,1.0,0.7348974730083748,0,0,1,0
0.21015936254980083,0.5642933049946866,0.9999999999999999,0.25718110201663336,0.1627031098676423,0.15755832534356026,0.16124599175446633,0.8994260044921388,0.721205099981066,0,0,1,0
0.2091633466135452,0.5642933049946866,0.9999999999999999,0.22329990564174584,0.20144194555041428,0.17737296260786195,0.19972514887769124,0.6845620164711755,0.6980992204974824,0,0,1,0
0.2091633466135452,0.5642933049946866,0.9999999999999999,0.285269140462136,0.24018078123318626,0.17961009907318634,0.2363719651855245,0.4453938940188005,0.7000247104544477,0,0,1,0
0.2091633466135452,0.5642933049946866,0.9999999999999999,0.16097957034078691,0.18250295921661466,0.1310322786832854,0.17590471827759963,0.47076283171117217,0.5449157972544653,0,0,1,0
0.2091633466135452,0.5632306057385765,0.9999999999999999,0.44466875864036337,0.42010115140428284,0.34867369766698625,0.46999541914796156,0.42049080775309877,0.6080290791772167,0,0,1,0
0.2091633466135452,0.5632306057385765,0.9999999999999999,0.5445568453621821,0.5905520284084794,0.3688079258549057,0.591846083371507,0.34873637800515767,0.4843698352743342,0,0,1,0
0.20816733067728954,0.5632306057385765,0.8039215686274509,0.4481797634460512,0.5716130420746799,0.3844678811121764,0.5442052221713238,0.2103651942434074,0.4529201659772343,0,0,1,0
0.2091633466135452,0.5632306057385765,0.9999999999999999,0.6226767022887363,0.6077692887119337,0.4947267497603068,0.6532295006871277,0.4247633308377008,0.5265166709990191,0,0,1,0
0.20816733067728954,0.5642933049946866,0.9999999999999999,0.386210528625661,0.3727536855697837,0.2898689677213167,0.3673843334860284,0.3597970218783796,0.5701611100235658,0,0,1,0
0.20816733067728954,0.5642933049946866,0.9999999999999999,0.6146013912356543,0.6465081243947056,0.4797059763502716,0.6715529088410443,0.36876798935196753,0.485225608588541,0,0,1,0
0.20816733067728954,0.5642933049946866,0.9999999999999999,0.4369445480678501,0.40718820617669216,0.34995206136145734,0.42785158039395327,0.3427468596622578,0.4246796466084099,0,0,1,0
0.20816733067728954,0.5632306057385765,0.9999999999999999,0.12183186675736761,0.16356397288281502,0.10930009587727708,0.15849748053137883,0.2893203560435904,0.37718422766993254,0,0,1,0
0.20816733067728954,0.5642933049946866,0.9999999999999999,0.46362818459107763,0.5380393844829441,0.38638542665388304,0.5671094823637196,0.18857665751601368,0.30850841920483685,0,0,1,0
0.20816733067728954,0.5642933049946866,0.9607843137254901,0.19626516863794957,0.2427633702787044,0.22179610099073188,0.24095281722400366,0.21630147242325934,0.26743130012291044,0,0,1,0
0.20717131474103567,0.5642933049946866,0.9999999999999999,0.34478067191854467,0.29785860324975794,0.2524768296580377,0.3023362345396244,0.30281673737625825,0.29417421619187295,0,0,1,0
0.20717131474103567,0.5642933049946866,0.9999999999999999,0.21522459458866383,0.2513720004304315,0.20613614573346117,0.2766834631241411,0.21566259046668337,0.3005925160484239,0,0,1,0
0.20816733067728954,0.5632306057385765,0.9607843137254901,0.3927058875161835,0.3908318088884107,0.31543624161073824,0.38295923041685753,0.19847932784294156,0.30743870256207834,0,0,1,0
0.20717131474103567,0.5632306057385765,0.9999999999999999,0.2635009106668714,0.2556763155062951,0.2195589645254075,0.2510306917086578,0.27996339738790454,0.31642432236124973,0,0,1,0
0.20717131474103567,0.5642933049946866,0.7647058823529411,0.13148712997300915,0.15753793177660605,0.12975391498881433,0.15116811726981216,0.11418683969719656,0.28347704976428795,0,0,1,0
0.20717131474103567,0.5642933049946866,0.8039215686274509,0.28737574334554866,0.3150758635532121,0.2959411952700543,0.3344021988089785,0.16153065468763,0.30979207917614704,0,0,1,0
0.20717131474103567,0.5632306057385765,0.9999999999999999,0.42728928485220863,0.4648660281932638,0.3234260147011825,0.4370132844709116,0.16306130937526,0.21159209137091675,0,0,1,0
0.20717131474103567,0.5632306057385765,0.9999999999999999,0.29597770511948385,0.2892499730980308,0.27165228507510386,0.2968392120934494,0.22370185508693127,0.18121213871657535,0,0,1,0
0.20717131474103567,0.5632306057385765,0.9999999999999999,0.39007263391191765,0.3753362746153019,0.3205496963886226,0.38570774163994503,0.27952416604275854,0.2515994938100846,0,0,1,0
0.20617529880478003,0.5642933049946866,0.7843137254901961,0.09356827807158061,0.1050252878510707,0.10035155001597955,0.10810810810810811,0.2534098660677149,0.19789971834360795,0,0,1,0
0.20617529880478003,0.5642933049946866,0.9411764705882353,0.1980206710407935,0.20918971268696868,0.19303291786513263,0.21804855703160786,0.2608501788536728,0.16858948233202506,0,0,1,0
0.20617529880478003,0.5642933049946866,0.9999999999999999,0.332843255579206,0.36156246637253847,0.3512304250559284,0.36280348144754926,0.17410864320771985,0.19362085177257396,0,0,1,0
0.20617529880478003,0.5632306057385765,0.9607843137254901,0.36514449979153407,0.42268374044980095,0.3604985618408437,0.43243243243243246,0.15206721570584814,0.20089492494333175,0,0,1,0
0.20617529880478003,0.5632306057385765,0.9999999999999999,0.12762502468675255,0.13687721941246098,0.12527964205816555,0.14109024278515803,0.15807004408951006,0.2503158338387744,0,0,1,0
0.20617529880478003,0.5632306057385765,0.9411764705882353,0.3360031599043251,0.38394490476702897,0.27484819431128155,0.3453962437013285,0.19000083187754765,0.22956333096925957,0,0,1,0
0.20617529880478003,0.5632306057385765,0.9999999999999999,0.37760856685172584,0.4132142472829011,0.37232342601470114,0.40311497938616586,0.1945395557773896,0.21437335464208884,0,0,1,0
0.20717131474103567,0.5632306057385765,0.9215686274509803,0.33705646134603146,0.35123211019046596,0.32694151486097794,0.3060009161704077,0.17263122868313785,0.20410407487160726,0,0,1,0
0.20717131474103567,0.5621679064824656,0.9411764705882353,0.29018454719009895,0.3142150005380394,0.24001278363694473,0.3005038937242327,0.11647616670826055,0.19233719180126377,0,0,1,0
0.20717131474103567,0.5621679064824656,0.9803921568627451,0.4674902898773342,0.49327450769396325,0.4010866091403004,0.49015116811726983,0.2968671491556444,0.20260647157174536,0,0,1,0
0.20717131474103567,0.5621679064824656,0.9411764705882353,0.21294244146496674,0.24190250726353169,0.18120805369127518,0.24095281722400366,0.13126362199484237,0.17586355550278288,0,0,1,0
0.20717131474103567,0.5621679064824656,0.9215686274509803,0.3152882315507669,0.3710319595394383,0.3144774688398849,0.3417315620705451,0.07950087347142501,0.19148141848705696,0,0,1,0
0.20617529880478003,0.5621679064824656,0.9999999999999999,0.26490531258914657,0.3348757129021845,0.2869926494087568,0.36830050389372426,0.1211746110972465,0.19019775851574677,0,0,1,0
0.20816733067728954,0.5621679064824656,0.9999999999999999,0.25770775273748653,0.28322393199182183,0.21923937360178972,0.2821804855703161,0.3966525247483571,0.3773981709984842,0,0,1,0
0.20816733067728954,0.5621679064824656,0.9999999999999999,0.42658708389107103,0.6146561928333154,0.4391179290508149,0.6367384333486028,0.27816654188503454,0.34445089840152243,0,0,1,0
0.20816733067728954,0.5621679064824656,0.9999999999999999,0.29194004959294284,0.3598407403421931,0.3013742409715564,0.36097114063215757,0.2126811413359954,0.3003785727198722,0,0,1,0
0.20816733067728954,0.5621679064824656,0.9803921568627451,0.16396392442562155,0.2668675347035403,0.1642697347395334,0.22721026110856618,0.10452375010398468,0.28882563297808045,0,0,1,0
0.20816733067728954,0.5632306057385765,0.9411764705882353,0.12481622084220227,0.17303346604971484,0.1466922339405561,0.1722400366468163,0.06989102404126113,0.22207531446995005,0,0,1,0
0.20816733067728954,0.5632306057385765,0.9999999999999999,0.16642162778960304,0.17303346604971484,0.14829018855864495,0.18048557031607879,0.46111305215872234,0.37183564445614004,0,0,1,0
0.20816733067728954,0.5621679064824656,0.9999999999999999,0.252967896249808,0.2668675347035403,0.2099712368168744,0.26660558863948697,0.3344280841860079,0.3624221379998652,0,0,1,0
0.20816733067728954,0.5621679064824656,0.9999999999999999,0.2903600974303833,0.3607016033573658,0.22850751038670503,0.3490609253321118,0.2897462773479744,0.3579293281002795,0,0,1,0
0.20816733067728954,0.5621679064824656,0.9607843137254901,0.19714291983937154,0.2763370278704401,0.19590923617769257,0.2775996335318369,0.20312453206887945,0.27277988333670294,0,0,1,0
0.20717131474103567,0.5611052072263547,0.8235294117647058,0.17642799148581334,0.26772839771871304,0.17737296260786195,0.2308749427393495,0.16436569336993595,0.26208271690911794,0,0,1,0
0.20816733067728954,0.5611052072263547,0.7647058823529411,0.10919224945689143,0.16700742494350587,0.1342281879194631,0.1456710948236372,0.059988353714333253,0.3690543811849679,0,0,1,0
0.20717131474103567,0.5611052072263547,0.7647058823529411,0.16571942682846547,0.3219627676745938,0.22275487376158518,0.32157581310123684,0.1697163297562599,0.20859688477119295,0,0,1,0
0.20717131474103567,0.5611052072263547,0.39215686274509803,0.1569419148142459,0.38911008285806525,0.2339405560882071,0.40036646816307836,0.056155061974877296,0.3356792219309027,0,0,1,0
0.20717131474103567,0.5611052072263547,0.8235294117647058,0.3275767483706743,0.39169267190358337,0.33812719718759987,0.3719651855245076,0.13371266949505034,0.16858948233202506,0,0,1,0
0.20717131474103567,0.5611052072263547,0.7843137254901961,0.5650962234754558,0.7334552889271494,0.6251198465963567,0.6587265231333027,0.08131103901505699,0.17650538548843797,0,0,1,0
0.20717131474103567,0.5611052072263547,0.9999999999999999,0.28579579118298915,0.39169267190358337,0.37040588047299455,0.36555199267063676,0.09950586473671078,0.19083958850140187,0,0,1,0
0.20617529880478003,0.5611052072263547,0.9999999999999999,0.20504268065216916,0.20144194555041428,0.22307446468520295,0.21255153458543288,0.14772814241743618,0.15511105263326797,0,0,1,0
0.20617529880478003,0.5611052072263547,0.9999999999999999,0.1655438765881811,0.20832884967179596,0.1831255992329818,0.20064131928538706,0.1213077115048665,0.14569754617699318,0,0,1,0
0.20617529880478003,0.5611052072263547,0.9999999999999999,0.21698009699150775,0.24706768535456794,0.1978267817193992,0.2363719651855245,0.13387238998419435,0.15511105263326797,0,0,1,0
0.20617529880478003,0.5611052072263547,0.9999999999999999,0.26104320730289,0.28752824706768537,0.2317034196228827,0.22262940907008702,0.042232759337825485,0.15040429940513056,0,0,1,0
0.20617529880478003,0.5611052072263547,0.9999999999999999,0.24313708279388208,0.29269342515872165,0.3422818791946309,0.2775996335318369,0.09545961234506284,0.13970713297754558,0,0,1,0
0.20517928286852438,0.5611052072263547,0.0196078431372549,0.027385837484365055,0.03615624663725384,0.029082774049217,0.05130554283096656,0.27453290075700865,0.09627663728155048,0,0,1,0
0.20517928286852438,0.5621679064824656,0.9999999999999999,0.19644071887823397,0.18078123318626924,0.17609459891339088,0.17040769583142462,0.3850594792446552,0.12986573986416738,0,0,1,0
0.20517928286852438,0.5611052072263547,0.9411764705882353,0.023348181957824055,0.0241041644248359,0.026526046660274846,0.02015574896930829,0.7478113301721987,0.12836813656430549,0,0,1,0
0.20517928286852438,0.5600425079702447,0.9607843137254901,0.13306708213556867,0.1627031098676423,0.1195270054330457,0.1108566193311956,0.05339988353714334,0.15211584603354417,0,0,1,0
0.2041832669322705,0.5600425079702447,0.9999999999999999,0.2145223936275263,0.2031636715807597,0.16554809843400448,0.14475492441594134,0.09198569170618087,0.1307215131783742,0,0,1,0
0.2041832669322705,0.5600425079702447,0.9215686274509803,0.1450044984749073,0.15581620574626062,0.12432086928731224,0.12093449381584975,0.2786989435155145,0.12515898663602998,0,0,1,0
0.2041832669322705,0.5600425079702447,0.9999999999999999,0.1769546422066665,0.1790595071559238,0.19207414509427934,0.17040769583142462,0.0887513518010149,0.13564220973506327,0,0,1,0
0.2041832669322705,0.5600425079702447,0.9215686274509803,0.25507449913322067,0.3038846443559669,0.2508788750399489,0.3032524049473202,0.04068879460943349,0.14847880944816527,0,0,1,0
0.20517928286852438,0.5589798087141338,0.9999999999999999,0.17993899629150117,0.20918971268696868,0.15627996164908917,0.13376087952359136,0.2807753098743865,0.14184656626306258,0,0,1,0
0.2041832669322705,0.5600425079702447,0.9999999999999999,0.10006363696210309,0.09297320563865275,0.08660914030041547,0.07420980302336234,0.17991182097995176,0.14976246941947546,0,0,1,0
0.20517928286852438,0.5600425079702447,0.8823529411764706,0.49136512255601145,0.5535349187560529,0.5816554809843401,0.5588639486944571,0.06392812577988521,0.24432542063932683,0,0,1,0
